Lon,Lat,OBJECTID,Ownership,Pole_Num_1,Service,Bulb_Type,Wattage,Lumens,Mast_Arm,Photo_Cont,Luminaire_,Hand_Hold,Extra_Info,Inspection,Inspect_Date,Inspect_Time,Pole_Manuf,Pole_Model,Light_Manu,Light_Mode,POINT_X,POINT_Y,Fixture,Fixture_Model,Bracket,Banner_Arms,Address,Banner_Size,Pole_Number,Pole_Prefix,Pole_Suffix,Pole_Type,Pole_Suff_Seq,Owner_Asset,Light_Presence,created_user,created_date,last_edited_user,last_edited_date
-86.28515748,41.67752436,3028,AEP,J257-1597,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,Yes,No,,AD BS,2004-07-23T00:00:00.000Z,10:44:29am,,,, ,159125.9943,2342468.43,,,,,,,J257-1597,,,Wood,4027,-3,,,,,
-86.28769076,41.67294706,3029,AEP,J257-0164,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:08:08am,,,, ,158421.9304,2340805.518,,,,,,,J257-0164,,,Wood,4028,-3,Existing,,,RBOYLES,2016-06-21T14:03:29.000Z
-86.2889697,41.67712662,3030,AEP,J257-1643,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:02:30am,,,, ,158083.5238,2342330.999,,,,,,,J257-1643,,,Wood,4029,-3,,,,,
-86.28771357,41.67354744,3031,AEP,J257-0165,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:09:10am,,,, ,158417.2767,2341024.33,,,,,,,J257-0165,,,Wood,4030,-3,Existing,,,RBOYLES,2016-06-21T14:03:14.000Z
-86.28771612,41.674047,3032,AEP,J257-0166,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:09:47am,,,, ,158417.8919,2341206.367,,,,,,,J257-0166,,,Wood,4031,-3,Existing,,,RBOYLES,2016-06-21T14:02:53.000Z
-86.28775487,41.67495133,3033,AEP,J257-0168,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:11:04am,,,, ,158409.6807,2341535.967,,,,,,,J257-0168,,,Wood,4032,-3,,,,,
-86.28567466,41.67894938,3034,AEP,J257-1688,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,02:20:15pm,,,, ,158988.44,2342988.698,,,,,,,J257-1688,,,Wood,4033,-3,,,,,
-86.28641741,41.6789628,3035,AEP,J257-1702,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:38:11am,,,, ,158785.5766,2342995.047,,,,,,,J257-1702,,,Wood,4034,-3,,,,,
-86.28504323,41.67815941,3036,AEP,J257-1715,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,02:10:13pm,,,, ,159158.8649,2342699.605,,,,,,,J257-1715,,,Wood,4035,-3,,,,,
-86.28578826,41.67798035,3037,AEP,J257-1716,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:42:18am,,,, ,158954.8704,2342635.821,,,,,,,J257-1716,,,Wood,4036,-3,,,,,
-86.2877873,41.67710462,3038,AEP,J257-0174,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:11:39am,,,, ,158406.4766,2342320.65,,,,,,,J257-0174,,,Wood,4037,-3,Existing,,,RBOYLES,2016-06-21T14:26:42.000Z
-86.28591012,41.67410242,3039,AEP,J257-0653,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:14:26am,,,, ,158911.4259,2341223.009,,,,,,,J257-0653,,,Wood,4038,-3,Existing,,,RBOYLES,2016-06-21T14:09:59.000Z
-86.28901183,41.67417226,3040,AEP,J257-0654,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,09:46:33am,,,, ,158064.2402,2341254.564,,,,,,,J257-0654,,,Wood,4039,-3,Existing,,,RBOYLES,2016-06-21T13:37:38.000Z
-86.29133909,41.67417771,3041,AEP,J257-0655,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,09:35:15am,,,, ,157428.4607,2341261.15,,,,,,,J257-0655,,,Wood,4040,-3,Existing,,,RBOYLES,2016-06-21T13:21:32.000Z
-86.29006841,41.67485445,3042,AEP,J257-0656,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,09:43:22am,,,, ,157777.387,2341505.23,,,,,,,J257-0656,,,Wood,4041,-3,Existing,,,RBOYLES,2016-06-21T13:24:42.000Z
-86.28624422,41.67769826,3043,AEP,J257-0754,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:31:39am,,,, ,158829.573,2342533.928,,,,,,,J257-0754,,,Wood,4042,-3,,,,,
-86.2862219,41.67786971,3044,AEP,J257-0755,Overhead,Blue - Mercury Vapor,40 - 400 Watts,"S - 22,000 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:32:49am,,,, ,158836.1202,2342596.36,,,,,,,J257-0755,,,Wood,4043,-3,,,,,
-86.28629605,41.67852577,3045,AEP,J257-0781,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:40:33am,,,, ,158817.5845,2342835.559,,,,,,,J257-0781,,,Wood,4044,-3,,,,,
-86.28579278,41.67572624,3046,AEP,J257-0948,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:23:52am,,,, ,158947.7346,2341814.472,,,,,,,J257-0948,,,Wood,4045,-3,Existing,,,RBOYLES,2016-06-21T14:07:11.000Z
-86.2924611,41.67568685,3047,AEP,J257-0980,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,09:53:52am,,,, ,157125.9256,2341813.28,,,,,,,J???-4046,J257,0,Wood,4046,-3,,,,,
-86.28695615,41.67646426,3048,AEP,J257-0986,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,AD BS,2004-07-23T00:00:00.000Z,10:25:34am,,,, ,158631.8527,2342085.678,,,,,,,J257-0986,,,Wood,4047,-3,Existing,,,RBOYLES,2016-06-21T14:27:21.000Z
-86.285258,41.68645298,3049,AEP,J282-1231,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,11:00:55am,,,, ,159121.894,2345722.062,,,,,,,J282-1231,,,Wood,4048,-3,,,,,
-86.28516776,41.68470623,3050,AEP,J282-1349,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,10:53:57am,,,, ,159141.9736,2345085.401,,,,,,,J282-1349,,,Wood,4049,-3,,,,,
-86.28680651,41.684473,3051,AEP,J282-1441,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,11:08:30am,,,, ,158693.7358,2345003.634,,,,,,,J282-1441,,,Wood,4050,-3,,,,,
-86.28928315,41.68509719,3052,AEP,J282-1658,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,11:13:41am,,,, ,158018.8835,2345235.958,,,,,,,J282-1658,,,Wood,4051,-3,,,,,
-86.28734577,41.68468555,3053,AEP,J282-1694,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,11:09:50am,,,, ,158546.9946,2345082.142,,,,,,,J282-1694,,,Wood,4052,-3,,,,,
-86.28815735,41.68466151,3054,AEP,J282-1695,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,11:11:29am,,,, ,158325.2491,2345074.983,,,,,,,J282-1695,,,Wood,4053,-3,,,,,
-86.28582945,41.68642895,3055,AEP,J282-1697,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,10:59:53am,,,, ,158965.7432,2345714.431,,,,,,,J282-1697,,,Wood,4054,-3,,,,,
-86.28638978,41.68515737,3056,AEP,J282-0414,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,street light & utility pole,CB-JP,,10:55:52am,,,, ,158809.3611,2345252.185,,,,,,,J282-0414,,,Wood,4055,-3,,,,,
-86.28925162,41.68475166,3057,AEP,J282-0424,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,11:12:55am,,,, ,158026.5864,2345109.988,,,,,,,J282-0424,,,Wood,4056,-3,,,,,
-86.28642447,41.68478789,3058,AEP,J282-0425,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,10:55:04am,,,, ,158798.917,2345117.625,,,,,,,J282-0425,,,Wood,4057,-3,,,,,
-86.28646702,41.6864151,3059,AEP,J282-0427,Overhead,Yellow - H.P. Sodium,Unknown,"K - 9,500 Lumens",No,No,No,No,,CB-JP,,10:58:53am,,,, ,158791.5584,2345710.633,,,,,,,J282-0427,,,Wood,4058,-3,,,,,
-86.3017314,41.70126998,3060,AEP,J208-0425,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:31:25am,,,, ,154662.1122,2351153.88,,,,,,,J???-4059,J208,0,Wood,4059,-3,,,,,
-86.29942208,41.69764916,3061,AEP,J208-0421,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:56:25am,,,, ,155283.0482,2349829.869,,,,,,,J208-0421,,,Wood,4060,-3,,,,,
-86.30098608,41.70811768,3062,AEP,J208-0001,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,04:20:37am,,,, ,154884.0231,2353647.574,,,,,,,J208-0001,,,Wood,4061,-3,,,,,
-86.30398334,41.69444802,3063,AEP,J208-0101,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,No,No,,KB-TP,,04:57:15am,,,, ,154028.7586,2348672.607,,,,,,,J208-0101,,,Wood,4062,-3,,,,,
-86.30244878,41.69399145,3064,AEP,J208-0104,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,Yes,No,,KB-TP,,04:55:23am,,,, ,154446.6332,2348503.143,,,,,,,J208-0104,,,Wood,4063,-3,,,,,
-86.30203992,41.69386405,3065,AEP,J208-0106,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,No,No,,KB-TP,,04:53:34am,,,, ,154557.9554,2348455.897,,,,,,,J208-0106,,,Wood,4064,-3,,,,,
-86.29397111,41.70812764,3066,AEP,J208-0116,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,04:28:40am,,,, ,156799.4952,2353637.173,,,,,,,J208-0116,,,Wood,4065,-3,,,,,
-86.29374193,41.70216435,3067,AEP,J208-0129,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:35:13am,,,, ,156846.2501,2351463.786,,,,,,,J208-0129,,,Wood,4066,-3,,,,,
-86.29373098,41.7015791,3068,AEP,J208-0130,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:37:37am,,,, ,156847.6853,2351250.507,,,,,,,J208-0130,,,Wood,4067,-3,,,,,
-86.29370833,41.70084223,3069,AEP,J208-0132,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,04:38:06am,,,, ,156851.917,2350981.96,,,,,,,J208-0132,,,Wood,4068,-3,,,,,
-86.29369209,41.69997356,3070,AEP,J208-0133,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:40:22am,,,, ,156854.0467,2350665.399,,,,,,,J208-0133,,,Wood,4069,-3,,,,,
-86.29367712,41.69952747,3071,AEP,J208-0134,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:40:49am,,,, ,156856.9509,2350502.821,,,,,,,J208-0134,,,Wood,4070,-3,,,,,
-86.29367048,41.69873637,3072,AEP,J208-0136,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:42:12am,,,, ,156856.6681,2350214.544,,,,,,,J208-0136,,,Wood,4071,-3,,,,,
-86.29365034,41.69800188,3073,AEP,J208-0137,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,04:44:06am,,,, ,156860.2182,2349946.867,,,,,,,J208-0137,,,Wood,4072,-3,,,,,
-86.29363431,41.69742257,3074,AEP,J208-0138,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:45:26am,,,, ,156863.0602,2349735.741,,,,,,,J208-0138,,,Wood,4073,-3,,,,,
-86.29361468,41.69686315,3075,AEP,J208-0140,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,04:47:17am,,,, ,156866.937,2349531.86,,,,,,,J208-0140,,,Wood,4074,-3,,,,,
-86.29360676,41.69618484,3076,AEP,J208-0141,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:48:33am,,,, ,156867.3011,2349284.68,,,,,,,J208-0141,,,Wood,4075,-3,,,,,
-86.29358757,41.69552211,3077,AEP,J208-0142,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:48:56am,,,, ,156870.7849,2349043.151,,,,,,,J208-0142,,,Wood,4076,-3,,,,,
-86.29357599,41.69488191,3078,AEP,J208-0144,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:52:44am,,,, ,156872.2498,2348809.85,,,,,,,J208-0144,,,Wood,4077,-3,,,,,
-86.29356477,41.69423213,3079,AEP,J208-0145,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,04:54:03am,,,, ,156873.5905,2348573.059,,,,,,,J208-0145,,,Wood,4078,-3,,,,,
-86.29802188,41.70813581,3080,AEP,J208-0166,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,04:24:29am,,,, ,155693.4507,2353648.231,,,,,,,J208-0166,,,Wood,4079,-3,,,,,
-86.2995332,41.70811127,3081,AEP,J208-0168,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,04:21:04am,,,, ,155280.7156,2353642.32,,,,,,,J208-0168,,,Wood,4080,-3,,,,,
-86.30183484,41.69535303,3082,AEP,J208-0212,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,2 lights,KB-TP,,08:47:57am,,,, ,154617.9653,2348998.044,,,,,,,J208-0212,,,Wood,4081,-3,,,,,
-86.3006615,41.6953645,3083,AEP,J208-0220,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:10:49am,,,, ,154938.4396,2348999.864,,,,,,,J208-0220,,,Wood,4082,-3,,,,,
-86.30021231,41.69536992,3084,AEP,J208-0221,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:24:27am,,,, ,155061.1301,2349000.934,,,,,,,J208-0221,,,Wood,4083,-3,,,,,
-86.2994464,41.69537843,3085,AEP,J208-0222,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:14:35am,,,, ,155270.3285,2349002.499,,,,,,,J208-0222,,,Wood,4084,-3,,,,,
-86.29889777,41.69539006,3086,AEP,J208-0223,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:22:53am,,,, ,155420.1913,2349005.635,,,,,,,J208-0223,,,Wood,4085,-3,,,,,
-86.30312929,41.70029189,3087,AEP,J208-0023,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:28:52am,,,, ,154277.7421,2350800.294,,,,,,,J208-0023,,,Wood,4086,-3,,,,,
-86.3031156,41.699471,3088,AEP,J208-0025,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:27:28am,,,, ,154279.2716,2350501.149,,,,,,,J208-0025,,,Wood,4087,-3,,,,,
-86.29967824,41.6972163,3089,AEP,J208-0259,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:43:44am,,,, ,155211.9334,2349672.654,,,,,,,J208-0259,,,Wood,4088,-3,,,,,
-86.30311422,41.69896471,3090,AEP,J208-0026,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:25:55am,,,, ,154278.2849,2350316.663,,,,,,,J208-0026,,,Wood,4089,-3,,,,,
-86.29958631,41.69376054,3091,AEP,J208-0261,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:17:35am,,,, ,155227.7867,2348413.247,,,,,,,J208-0261,,,Wood,4090,-3,,,,,
-86.29840159,41.69539423,3092,AEP,J208-0262,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,08:20:22am,,,, ,155555.7133,2349006.163,,,,,,,J208-0262,,,Wood,4091,-3,,,,,
-86.29833164,41.6937587,3093,AEP,J208-0264,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,08:18:28am,,,, ,155570.4451,2348410.062,,,,,,,J208-0264,,,Wood,4092,-3,,,,,
-86.30307814,41.6982133,3094,AEP,J208-0028,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:37:41am,,,, ,154286.1153,2350042.788,,,,,,,J208-0028,,,Wood,4093,-3,,,,,
-86.29613271,41.69537274,3095,AEP,J208-0282,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,06:02:46am,,,, ,156175.2979,2348993.794,,,,,,,J208-0282,,,Wood,4094,-3,,,,,
-86.29729464,41.69538162,3096,AEP,J208-0284,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:07:18am,,,, ,155857.9926,2348999.352,,,,,,,J208-0284,,,Wood,4095,-3,,,,,
-86.3042614,41.69507234,3097,AEP,J208-0295,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,2 lights,KB-TP,,08:48:53am,,,, ,153954.5028,2348900.663,,,,,,,J208-0295,,,Wood,4096,-3,,,,,
-86.3030581,41.69740141,3098,AEP,J208-0030,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,2 lights,KB-TP,,08:38:39am,,,, ,154289.4011,2349746.908,,,,,,,J208-0030,,,Wood,4097,-3,,,,,
-86.29713376,41.69376551,3099,AEP,J208-0306,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,06:06:57am,,,, ,155897.6199,2348410.143,,,,,,,J208-0306,,,Wood,4098,-3,,,,,
-86.29717441,41.69725593,3100,AEP,J208-0307,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:46:31am,,,, ,155895.8263,2349682.08,,,,,,,J208-0307,,,Wood,4099,-3,,,,,
-86.29840808,41.69722932,3101,AEP,J208-0310,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:45:24am,,,, ,155558.8445,2349674.851,,,,,,,J208-0310,,,Wood,4100,-3,,,,,
-86.29634028,41.69726692,3102,AEP,J208-0313,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,05:48:09am,,,, ,156123.6553,2349684.418,,,,,,,J208-0313,,,Wood,4101,-3,,,,,
-86.29624314,41.69377079,3103,AEP,J208-0314,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,No,No,No,,KB-TP,,06:04:30am,,,, ,156140.8715,2348410.29,,,,,,,J208-0314,,,Wood,4102,-3,,,,,
-86.30304439,41.69657981,3104,AEP,J208-0032,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:37:55am,,,, ,154290.9337,2349447.503,,,,,,,J208-0032,,,Wood,4103,-3,,,,,
-86.29567814,41.69377268,3105,AEP,J208-0322,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,08:27:17am,,,, ,156295.1862,2348409.85,,,,,,,J208-0322,,,Wood,4104,-3,,,,,
-86.30301679,41.69604899,3106,AEP,J208-0033,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:36:35am,,,, ,154297.0421,2349254.023,,,,,,,J208-0033,,,Wood,4105,-3,,,,,
-86.30300518,41.69535825,3107,AEP,J208-0035,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,08:36:03am,,,, ,154298.3522,2349002.307,,,,,,,J208-0035,,,Wood,4106,-3,,,,,
-86.30427286,41.696038,3108,AEP,J208-0354,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,2 lights,KB-TP,,08:52:22am,,,, ,153953.978,2349252.556,,,,,,,J208-0354,,,Wood,4107,-3,,,,,
-86.30428144,41.69673674,3109,AEP,J208-0355,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,2 lights,KB-TP,,08:54:06am,,,, ,153953.5175,2349507.184,,,,,,,J208-0355,,,Wood,4108,-3,,,,,
-86.30429373,41.69737365,3110,AEP,J208-0356,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,08:57:17am,,,, ,153951.8817,2349739.286,,,,,,,J208-0356,,,Wood,4109,-3,,,,,
-86.30299613,41.69462514,3111,AEP,J208-0037,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,08:33:14am,,,, ,154298.8522,2348735.153,,,,,,,J208-0037,,,Wood,4110,-3,,,,,
-86.30293275,41.6941468,3112,AEP,J208-0038,Overhead,Yellow - H.P. Sodium,40 - 400 Watts,"D - 50,000 Lumens",No,No,No,No,,KB-TP,,04:56:32am,,,, ,154314.8739,2348560.728,,,,,,,J208-0038,,,Wood,4111,-3,,,,,
-86.30005413,41.70127396,3113,AEP,J208-0392,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,05:33:53am,,,, ,155120.1522,2351151.956,,,,,,,J208-0392,,,Wood,4112,-3,,,,,
-86.3028287,41.70808585,3114,AEP,J208-0004,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,Yes,No,No,,KB-TP,,04:16:03am,,,, ,154380.8086,2353639.688,,,,,,,J208-0004,,,Wood,4113,-3,,,,,
-86.30242928,41.69730775,3115,AEP,J208-0040,Overhead,Yellow - H.P. Sodium,20 - 200 Watts,"S - 22,000 Lumens",No,Yes,No,No,,KB-TP,,05:40:40am,,,, ,154460.8775,2349711.512,,,,,,,J208-0040,,,Wood,4114,-3,,,,,
-86.29413296,41.69856846,3116,AEP,J208-0407,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,Yes,No,,KB-TP,,05:09:00am,,,, ,156729.9228,2350154.279,,,,,,,J208-0407,,,Wood,4115,-3,,,,,
-86.29508572,41.69854907,3117,AEP,J208-0408,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:06:11am,,,, ,156469.6805,2350149.111,,,,,,,J208-0408,,,Wood,4116,-3,,,,,
-86.29594492,41.69854036,3118,AEP,J208-0409,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:04:36am,,,, ,156235.0182,2350147.648,,,,,,,J208-0409,,,Wood,4117,-3,,,,,
-86.29678524,41.69852689,3119,AEP,J208-0410,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:04:10am,,,, ,156005.4954,2350144.421,,,,,,,J208-0410,,,Wood,4118,-3,,,,,
-86.29762007,41.69852021,3120,AEP,J208-0411,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:03:14am,,,, ,155777.494,2350143.654,,,,,,,J208-0411,,,Wood,4119,-3,,,,,
-86.29844612,41.69851371,3121,AEP,J208-0412,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:02:47am,,,, ,155551.8896,2350142.941,,,,,,,J208-0412,,,Wood,4120,-3,,,,,
-86.29937667,41.69849239,3122,AEP,J208-0413,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:01:58am,,,, ,155297.7073,2350137.035,,,,,,,J208-0413,,,Wood,4121,-3,,,,,
-86.3001382,41.69849998,3123,AEP,J208-0414,Overhead,Yellow - H.P. Sodium,10 - 100 Watts,"K - 9,500 Lumens",No,No,No,No,,KB-TP,,05:01:03am,,,, ,155089.7584,2350141.33,,,,,,,J208-0414,,,Wood,4122,-3,,,,,
